Crates_ID,Crates_Name,Crates_Homepage,Crates_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo
140333,sidevm-host-runtime,https://github.com/Phala-Network/phala-blockchain,,847504,@phala/sdk,https://github.com/Phala-Network/phala-blockchain/tree/master/frontend/packages/sdk#readme,git+https://github.com/Phala-Network/phala-blockchain.git
45826,sqlsync-reducer,https://sqlsync.dev,https://github.com/orbitinghail/sqlsync,822842,@orbitinghail/sqlsync-worker,https://sqlsync.dev,git+https://github.com/orbitinghail/sqlsync.git
208825,zoneinfo64,https://icu4x.unicode.org,https://github.com/unicode-org/icu4x,2198398,icu4x,https://github.com/unicode-org/icu4x#readme,git+https://github.com/unicode-org/icu4x.git
1770,oveo,https://github.com/localvoid/oveo,https://github.com/localvoid/oveo,2794142,oveo,https://github.com/localvoid/oveo,git+https://github.com/localvoid/oveo.git
131136,pagurus_windows_system,https://github.com/sile/pagurus,https://github.com/sile/pagurus,2804655,pagurus,https://github.com/sile/pagurus,git+https://github.com/sile/pagurus.git
215803,wishlist,https://github.com/Wandalen/wTools/tree/master/module/core/wishlist,https://github.com/Wandalen/wTools/tree/master/module/core/wishlist,3663948,wtools.experiment,https://github.com/Wandalen/wTools#readme,git+https://github.com/Wandalen/wTools.git
1819,svg2png-wasm-rs,https://github.com/don-hicks/svg2png-wasm-rs,https://github.com/don-hicks/svg2png-wasm-rs,3320031,svg2png-wasm-rs,https://github.com/don-hicks/svg2png-wasm-rs#readme,git+https://github.com/don-hicks/svg2png-wasm-rs.git
1968,better-minify-js,https://github.com/kyr0/better-minify-js,https://github.com/kyr0/better-minify-js,1450983,better-minify-js-node,https://github.com/kyr0/better-minify-js#readme,git+https://github.com/kyr0/better-minify-js.git
2103,resvg-wasm,,https://github.com/bpowers/resvg-wasm,3083758,resvg-wasm,https://github.com/bpowers/resvg-wasm#readme,git+https://github.com/bpowers/resvg-wasm.git
164873,ansi2,,https://github.com/ahaoboy/ansi2,1348287,ansi2,https://github.com/ahaoboy/ansi2,git+https://github.com/ahaoboy/ansi2.git
2255,secretarium,https://secretarium.com,https://github.com/secretarium/devsuite-typescript.git,976233,@secretarium/instrumentation,,https://github.com/secretarium/devsuite-typescript.git
2332,rusty_spine,https://github.com/jabuwu/rusty_spine,https://github.com/jabuwu/rusty_spine,1245223,@yunyoujun/rusty_spine,https://github.com/jabuwu/rusty_spine,git+https://github.com/jabuwu/rusty_spine.git
72596,kvdb-persy,,https://github.com/zeropoolnetwork/libzeropool-rs/,2407271,libzeropool-rs-wasm-web-multithread,https://github.com/zeropoolnetwork/libzeropool-rs#readme,git+https://github.com/zeropoolnetwork/libzeropool-rs.git
173157,strandify,,https://github.com/loiccoyle/strandify,3286876,strandify-wasm,https://github.com/loiccoyle/strandify#readme,git+https://github.com/loiccoyle/strandify.git
209211,ruvector-math-wasm,,https://github.com/ruvnet/ruvector,3258419,spiking-neural,https://ruv.io,git+https://github.com/ruvnet/ruvector.git
152922,swf,https://ruffle.rs,https://github.com/ruffle-rs/ruffle,944539,@ruffle-rs/ruffle,https://ruffle.rs,git+https://github.com/ruffle-rs/ruffle.git
2747,rm-rs,,https://github.com/niss36/rm-rs,3100215,rm-rs,https://github.com/niss36/rm-rs#readme,git+https://github.com/niss36/rm-rs.git
168072,miyabi-e2e-tests,https://github.com/ShunsukeHayashi/Miyabi,https://github.com/ShunsukeHayashi/Miyabi,2544344,miyabi-mcp-bundle,https://github.com/ShunsukeHayashi/Miyabi/tree/main/packages/mcp-bundle#readme,git+https://github.com/ShunsukeHayashi/Miyabi.git
2785,tauri-plugin-secure-element,https://github.com/dkackman/tauri-plugin-secure-element,https://github.com/dkackman/tauri-plugin-secure-element,3346852,tauri-plugin-secure-element-api,https://github.com/dkackman/tauri-plugin-secure-element,git+https://github.com/dkackman/tauri-plugin-secure-element.git
209367,xrpc,https://github.com/i18n-site/rust/tree/dev/xrpc,https://github.com/i18n-site/rust.git,18939,@3-/ed25519_ph,https://github.com/i18n-site/rust/tree/main/ed25519_ph,git+https://github.com/i18n-site/rust.git
2909,nutorch,https://nutorch.com,https://github.com/nutorch/nutorch,1443028,beautiful.nu,https://github.com/nutorch/nutorch#readme,git+https://github.com/nutorch/nutorch.git
22091,orca-riptide-cli,https://orca.so,https://github.com/orca-so/riptide,822995,@orca-so/riptide,https://orca.so,git+https://github.com/orca-so/riptide.git
3107,crude,https://github.com/termapps/crude,https://github.com/termapps/crude,1085231,@termapps/crude-windows-x64,https://github.com/termapps/crude,git+https://github.com/termapps/crude.git
142246,mainstay-attribute-access-control,,https://github.com/nxpkg/mainstay,798114,@nx-pkg/spl-token-swap,https://github.com/nxpkg/mainstay#readme,git+https://github.com/nxpkg/mainstay.git
3211,toak-rs,,https://github.com/geoffsee/toak,3424946,toak,,https://github.com/geoffsee/toak.git
3224,json-canon,,https://github.com/ahdinosaur/json-canon,2305261,json-canon-fuzz,https://github.com/ahdinosaur/json-canon#readme,git+https://github.com/ahdinosaur/json-canon.git
3326,veil-crypto,https://github.com/blondfrogs/veil-secp256k1-wasm,https://github.com/blondfrogs/veil-secp256k1-wasm,156973,@blondfrogs/secp256k1-wasm,https://github.com/blondfrogs/veil-secp256k1-wasm,git+https://github.com/blondfrogs/veil-secp256k1-wasm.git
87518,webln-js,https://github.com/shadowylab/webln,https://github.com/shadowylab/webln.git,990940,@shadowylab/webln,https://github.com/shadowylab/webln,git+https://github.com/shadowylab/webln.git
3593,nightrunner_lib,,https://github.com/aimerib/nightrunner-lib,774164,@nightrunner/nightrunner_lib,https://github.com/aimerib/nightrunner-lib#readme,git+https://github.com/aimerib/nightrunner-lib.git
3670,sekuire-sdk,https://sekuire.com,https://github.com/sekuire/sekuire,977930,@sekuire/sdk,https://github.com/sekuire/sekuire#readme,git+https://github.com/sekuire/sekuire.git
213363,nervusdb-core,,https://github.com/LuQing-Studio/nervusdb,761820,@nervusdb/core,https://github.com/LuQing-Studio/nervusdb#readme,git+https://github.com/LuQing-Studio/nervusdb.git
3724,native-to-anchor,,https://github.com/acheroncrypto/native-to-anchor,754706,@native-to-anchor/buffer-layout,https://github.com/acheroncrypto/native-to-anchor#readme,git+https://github.com/acheroncrypto/native-to-anchor.git
215828,claude-log-analyzer,https://terraphim.ai,https://github.com/terraphim/terraphim-ai,1085876,@terraphim/autocomplete,https://github.com/terraphim/terraphim-ai#readme,git+https://github.com/terraphim/terraphim-ai.git
3858,defindex-strategy-core,https://defindex.io,https://github.com/paltalabs/defindex,1724722,defindex-sdk,https://github.com/paltalabs/defindex#readme,git+https://github.com/paltalabs/defindex.git
216784,cargo-near,,https://github.com/near/cargo-near,1528123,cargo-near,https://github.com/near/cargo-near#readme,git+https://github.com/near/cargo-near.git
4003,tree-sitter-epics-db,,https://github.com/tree-sitter-grammars/tree-sitter-epics-db,3442742,tree-sitter-epics-db,https://github.com/tree-sitter-grammars/tree-sitter-epics-db#readme,git+https://github.com/tree-sitter-grammars/tree-sitter-epics-db.git
5328,csaf-validator,,https://github.com/csaf-rs/csaf,256036,@csaf-rs/csaf-rs,https://github.com/csaf-rs/csaf#readme,git+https://github.com/csaf-rs/csaf.git
4161,supergrid,,https://github.com/UE2020/supergrid,3310147,supergrid-bindings,https://github.com/UE2020/supergrid#readme,git+https://github.com/UE2020/supergrid.git
4266,luaudoc,https://github.com/0xjwlabs/ldoc#README.md,https://github.com/0xjwlabs/ldoc,2452883,luaudoc,https://github.com/0xjwlabs/ldoc#readme,git+https://github.com/0xjwlabs/ldoc.git
177347,fukurow-engine,,https://github.com/com-junkawasaki/fukurow,1997157,fukurow,https://github.com/com-junkawasaki/fukurow#readme,git+https://github.com/com-junkawasaki/fukurow.git
77455,very-trash-cli,https://github.com/barrybtw/trash-cli/,https://github.com/barrybtw/trash-cli/,3537954,very-trash-cli,https://github.com/barrybtw/trash-cli/,https://github.com/barrybtw/trash-cli/.git
212422,sweet-cli,,https://github.com/mrchantey/beet,1444532,beet-web-components,https://mrchantey.github.io/beet/,https: //github.com/mrchantey/beet.git
211738,state-tree,,https://github.com/mimium-org/mimium-rs/,2533404,mimium-web,https://github.com/mimium-org/mimium-rs#readme,git+https://github.com/mimium-org/mimium-rs.git
4573,lpl-token-metadata,,https://github.com/ledamint-IO/ledamint-program-library,637802,@leda-mint-io/lpl-ledamint,https://ledamint.io,git+https://github.com/ledamint-IO/ledamint-program-library.git
4622,mimium-test,,https://github.com/tomoyanonymous/mimium-rs/,2533403,mimium-lang,https://github.com/tomoyanonymous/mimium-rs#readme,git+https://github.com/tomoyanonymous/mimium-rs.git
4691,tauri-app-vue,,https://github.com/Linuxpizi/tauri-app,3346716,tauri-app-vue,https://github.com/Linuxpizi/tauri-app#README.md,git+https://github.com/Linuxpizi/tauri-app.git
27386,observable-rs,,https://github.com/mindbeam/observable-rs,2757420,observable-rs,https://github.com/mindbeam/observable-rs#readme,git+https://github.com/mindbeam/observable-rs.git
4819,data-faking,,https://github.com/Data-Construct/faking,1706510,data-faking,https://github.com/Data-Construct/faking#readme,git+https://github.com/Data-Construct/faking.git
4857,birch,,https://github.com/plyght/birch,537474,@inaplight/birch-client,https://github.com/plyght/birch#readme,git+https://github.com/plyght/birch.git
4998,aperture-lens,,https://github.com/Aperture-Finance/Aperture-Lens,1355499,aperture-lens,https://aperture.finance/,git+https://github.com/Aperture-Finance/Aperture-Lens.git
129988,class_names,,https://github.com/richardanaya/js-wasm,2300910,js-wasm,https://github.com/richardanaya/js-wasm#readme,git+https://github.com/richardanaya/js-wasm.git
67416,infisearch,,https://github.com/ang-zeyu/infisearch,544066,@infisearch/cli,https://github.com/ang-zeyu/infisearch#readme,git+https://github.com/ang-zeyu/infisearch.git
5317,hnefatafl-copenhagen,https://hnefatafl.org,https://github.com/dcampbell24/hnefatafl,2155734,hnefatafl-copenhagen,https://hnefatafl.org,git+https://github.com/dcampbell24/hnefatafl.git
5374,rphtml,,https://github.com/fefit/rphtml,3115515,rphtml,https://github.com/fefit/rphtml#readme,git+https://github.com/fefit/rphtml.git
123920,ethers-derive-eip712,https://github.com/gakonst/ethers-rs,https://github.com/gakonst/ethers-rs,630457,@laotl5342/ethers-rs-mobile,https://docs.rs/ethers,git+https://github.com/gakonst/ethers-rs.git
5399,tiqtak,,https://github.com/tolumide-ng/tiqtak,3420149,tiqtak,https://github.com/tolumide-ng/tiqtak#readme,git+https://github.com/tolumide-ng/tiqtak.git
5437,saguaro,,https://github.com/matthewd673/saguaro,3133606,saguaro_web,https://github.com/matthewd673/saguaro#readme,git+https://github.com/matthewd673/saguaro.git
5477,dreamy-cli,https://github.com/LunchTimeCode/dreamy-cli,https://github.com/LunchTimeCode/dreamy-cli,668106,@lunchtimecode/dreamy-cli,https://github.com/LunchTimeCode/dreamy-cli,git+https://github.com/LunchTimeCode/dreamy-cli.git
74242,arrow-sunny,https://arrowprotocol.com,https://github.com/arrowprotocol/arrow,101320,@arrowprotocol/arrow,https://arrowprotocol.com,https://github.com/arrowprotocol/arrow
122090,rings-rpc,,https://github.com/RingsNetwork/rings-node,930681,@ringsnetwork/rings-node,https://github.com/RingsNetwork/rings-node#readme,git+https://github.com/RingsNetwork/rings-node.git
178377,livesplit-hotkey,,https://github.com/LiveSplit/livesplit-core/tree/master/crates/livesplit-hotkey,2427870,livesplit-core,https://github.com/LiveSplit/livesplit-core#readme,git+https://github.com/LiveSplit/livesplit-core.git
148724,distrans_cli,https://github.com/cmars/distrans,https://github.com/cmars/distrans,1758959,distrans_cli,https://github.com/cmars/distrans,git+https://github.com/cmars/distrans.git
90382,vimwiki-cli,https://github.com/chipsenkbeil/vimwiki-rs,https://github.com/chipsenkbeil/vimwiki-rs,3544621,vimwiki-wasm,https://github.com/chipsenkbeil/vimwiki-rs,git+https://github.com/chipsenkbeil/vimwiki-rs.git
5825,agentic-payments,,https://github.com/agentic-catalog/agentic-payments,1302141,agentic-payments,https://github.com/agentic-catalog/agentic-payments#readme,git+https://github.com/agentic-catalog/agentic-payments.git
5845,rfsignupxx,https://github.com/JSeiferth/RFsignupXX,https://github.com/JSeiferth/RFsignupXX,2603975,my-wild-cool-thing,https://github.com/JSeiferth/RFsignupXX#readme,git+https://github.com/JSeiferth/RFsignupXX.git
5877,kaput-cli,https://github.com/davidchalifoux/kaput-cli,https://github.com/davidchalifoux/kaput-cli,2328386,kaput-cli,https://github.com/davidchalifoux/kaput-cli,git+https://github.com/davidchalifoux/kaput-cli.git
203514,bitcoinpqc,,https://github.com/bitcoin/libbitcoinpqc,568798,@jbride/bitcoinpqc-wasm,https://github.com/bitcoin/libbitcoinpqc#readme,git+https://github.com/bitcoin/libbitcoinpqc.git
186690,solagent-rig-helius,,https://github.com/zTgx/solagent.rs,1019204,@solagent/wallet,https://github.com/zTgx/solagent.rs#readme,git+https://github.com/zTgx/solagent.rs.git
138411,tc-basic-authorship,https://core.tetcoin.org,https://github.com/tetcoin/tetcore,3394775,tetcore,https://github.com/tetcoin/tetcore#readme,git+https://github.com/tetcoin/tetcore.git
104915,leo-synthesizer,https://aleo.org,https://github.com/AleoHQ/leo,711291,@mierebus/leo,https://github.com/AleoHQ/leo#readme,git+https://github.com/AleoHQ/leo.git
6341,trek-rs,,https://github.com/officialunofficial/trek,803198,@officialunofficial/trek,https://github.com/officialunofficial/trek#readme,git+https://github.com/officialunofficial/trek.git
70873,crate-token,https://crate.so,https://github.com/CrateProtocol/crate,251309,@crateprotocol/crate-sdk,https://crate.so,https://github.com/CrateProtocol/crate.git
6382,sqlweld,,https://github.com/dimfeld/sqlweld,3264642,sqlweld,https://github.com/dimfeld/sqlweld#readme,git+https://github.com/dimfeld/sqlweld.git
153742,solidity-metadata,,https://github.com/blockscout/blockscout-rs,156518,@blockscout/zetachain-cctx-types,https://github.com/blockscout/blockscout-rs#readme,git+https://github.com/blockscout/blockscout-rs.git
138703,arc_from_toml,,https://github.com/Moe-Net/arc-rs,3230325,sm_playground,https://github.com/Moe-Net/arc-rs#readme,git+https://github.com/Moe-Net/arc-rs.git
6676,simpleargumentsparser,,https://github.com/stringmanolo/simpleargumentsparser,3210770,simpleargumentsparser,https://github.com/StringManolo/simpleArgumentsParser#readme,git+https://github.com/StringManolo/simpleArgumentsParser.git
61211,rust-to-npm-cli,https://github.com/a11ywatch/rust-to-npm,https://github.com/a11ywatch/rust-to-npm,3124321,rust-to-npm-cli,https://github.com/a11ywatch/rust-to-npm,git+https://github.com/a11ywatch/rust-to-npm.git
6786,logic-parser,https://github.com/paoloose/discrete-mathematics/tree/main/assignments/week1/logic-parser,https://github.com/paoloose/discrete-mathematics/tree/main/assignments/week1/logic-parser,2439904,logic-parsers,https://github.com/paoloose/discrete-mathematics#readme,git+https://github.com/paoloose/discrete-mathematics.git
217813,zune-core,,https://github.com/etemesi254/zune-image,3745073,zune-wasm,https://github.com/etemesi254/zune-image/tree/dev#readme,git+https://github.com/etemesi254/zune-image.git#dev
204253,nu-lsp,,https://github.com/nushell/nushell/tree/main/crates/nu-lsp,2745593,nushell,https://github.com/hustcer/nu-to-npm#readme,git+https://github.com/nushell/nushell.git
7265,jwtinfo,https://github.com/lmammino/jwtinfo,https://github.com/lmammino/jwtinfo,2320408,jwtinfo,https://github.com/lmammino/jwtinfo,git+https://github.com/lmammino/jwtinfo.git
208579,picky-asn1-x509,,https://github.com/Devolutions/picky-rs,290993,@devolutions/picky,https://github.com/Devolutions/picky-rs#readme,git+https://github.com/Devolutions/picky-rs.git
7681,mber,,https://github.com/izelnakri/mber-rust,2500142,mber-rust,https://github.com/izelnakri/mber-rust#readme,git+https://github.com/izelnakri/mber-rust.git
185794,webbuf_sha256,,https://github.com/identellica/webbuf,3619307,webbuf,https://github.com/identellica/webbuf#readme,git+https://github.com/identellica/webbuf.git
215384,amari-optimization,https://github.com/justinelliottcobb/Amari,https://github.com/justinelliottcobb/Amari,593315,@justinelliottcobb/amari-wasm,https://github.com/justinelliottcobb/Amari,git+https://github.com/justinelliottcobb/Amari.git
8451,tauri-plugin-aptabase,,https://github.com/aptabase/tauri-plugin-aptabase,89227,@aptabase/tauri,https://github.com/aptabase/tauri-plugin-aptabase,git+https://github.com/aptabase/tauri-plugin-aptabase.git
134830,pqc_kyber,,https://github.com/Argyle-Software/kyber,2877407,pqc-kyber,https://github.com/Argyle-Software/kyber#readme,git+https://github.com/Argyle-Software/kyber.git
8654,og_image_writer,,https://github.com/keiya01/og_image_writer,2763763,og_image_writer,https://github.com/keiya01/og_image_writer#readme,git+https://github.com/keiya01/og_image_writer.git
8663,chip8_core,https://github.com/deanrumsby/chip8_core,https://github.com/deanrumsby/chip8_core,279692,@deanrumsby/chip8_core,https://github.com/deanrumsby/chip8_core,git+https://github.com/deanrumsby/chip8_core.git
9644,sologger_log_transformer_wasm,,https://github.com/brytelands/sologger,3245501,sologger_log_transformer_wasm,https://github.com/brytelands/sologger#readme,git+https://github.com/brytelands/sologger.git
55432,wasi-experimental-http-wasmtime,,https://github.com/deislabs/wasi-experimental-http,283290,@deislabs/wasi-experimental-http,https://github.com/deislabs/wasi-experimental-http,git+https://github.com/deislabs/wasi-experimental-http.git
8765,twothousand-forty-eight,,https://github.com/hallabois/twothousand-forty-eight,3467033,twothousand-forty-eight,https://github.com/hallabois/twothousand-forty-eight#readme,git+https://github.com/hallabois/twothousand-forty-eight.git
128527,compound-casper-erc20,https://casperlabs.io,https://github.com/casper-ecosystem/erc20,1530656,casper-erc20-js-client-test,https://github.com/casper-ecosystem/erc20#readme,git+https://github.com/casper-ecosystem/erc20.git
8784,watchcraft,,https://github.com/xty/watchcraft,3606559,watchcraft,https://github.com/xty/watchcraft#readme,git+https://github.com/xty/watchcraft.git
200946,rgc-chart,,https://github.com/R2O3/rgchart,897038,@r2o3/rgchart-nodejs,https://github.com/R2O3/rgchart#readme,git+https://github.com/R2O3/rgchart.git
204510,tauri-plugin-websocket,,https://github.com/tauri-apps/plugins-workspace,1075254,@tauri-apps/plugin-window-state,https://github.com/tauri-apps/plugins-workspace#readme,git+https://github.com/tauri-apps/plugins-workspace.git
133511,warp-contracts-core,https://warp.cc,https://github.com/warp-contracts/warp,3604610,warp-sdk-lmdb,https://github.com/warp-contracts/warp#readme,
8935,stedy,,https://github.com/christoffercarlsson/stedy,3279403,stedy,https://github.com/christoffercarlsson/stedy#readme,git+https://github.com/christoffercarlsson/stedy.git
139723,marine-wasm-backend-traits,,https://github.com/fluencelabs/marine,394789,@fluencelabs/marine-js,https://github.com/fluencelabs/marine#readme,git+https://github.com/fluencelabs/marine.git
202141,mithril-aggregator-discovery,https://mithril.network,https://github.com/input-output-hk/mithril/,2542906,mithril-client-wasm,https://mithril.network,git+https://github.com/input-output-hk/mithril.git
206498,tauri-macros,https://tauri.app/,https://github.com/tauri-apps/tauri,3346713,tauri,https://github.com/tauri-apps/tauri#readme,git+https://github.com/tauri-apps/tauri.git
195387,saa-proto-solana,,https://github.com/MegaRockLabs/smart-account-auth,3231024,smart-account-auth,https://github.com/MegaRockLabs/smart-account-auth,https://github.com/MegaRockLabs/smart-account-auth
9645,pride-overlay,,https://github.com/isitreallyalive/pride-overlay,2884726,pride-overlay,,https://github.com/isitreallyalive/pride-overlay
146960,float-pigment,https://github.com/wechat-miniprogram/float-pigment,https://github.com/wechat-miniprogram/float-pigment,1968579,float-pigment-css,https://github.com/wechat-miniprogram/float-pigment,git+https://github.com/wechat-miniprogram/float-pigment.git
178572,hylarana-graphics,,https://github.com/mycrl/hylarana,2187693,hylarana-napi,https://github.com/mycrl/hylarana#readme,git+https://github.com/mycrl/hylarana.git
9945,tauri-plugin-graphql,,https://github.com/JonasKruckenberg/tauri-plugin-graphql,3346783,tauri-plugin-graphql-urql,https://github.com/JonasKruckenberg/tauri-plugin-graphql/tree/main/packages/urql,git+https://github.com/JonasKruckenberg/tauri-plugin-graphql.git
184615,jpl-token-metadata-interface,,https://github.com/solana-labs/solana-program-library,3271880,stake-solana-v1,https://solana.com,git+https://github.com/solana-labs/solana-program-library.git
10505,picosakura,,https://github.com/kujirahand/picosakura-rust,2841424,picosakura,https://github.com/kujirahand/picosakura-rust#readme,git+https://github.com/kujirahand/picosakura-rust.git
10607,unrspack-resolver,https://github.com/unrs/rspack-resolver,https://github.com/unrs/rspack-resolver,3117829,rspack-resolver,https://github.com/unrs/rspack-resolver,git+https://github.com/unrs/rspack-resolver.git
10772,tauri-plugin-centrifugo,,https://github.com/s00d/tauri-plugin-centrifugo,3346764,tauri-plugin-centrifugo-api,https://github.com/s00d/tauri-plugin-centrifugo#readme,git+https://github.com/s00d/tauri-plugin-centrifugo.git
10793,repo,,https://github.com/lgarron/repo,643455,@lgarron-bin/repo-x86_64-unknown-linux-gnu,https://github.com/lgarron/repo#readme,git+https://github.com/lgarron/repo.git
10911,jgf,https://github.com/jaehafe/jgf,https://github.com/jaehafe/jgf,2277657,jgf-win32-x64,https://github.com/jaehafe/jgf,git+https://github.com/jaehafe/jgf.git
73123,pythagore,,https://github.com/Jujulego/pythagore,590567,@jujulego/pythagore,,https://github.com/Jujulego/pythagore
213026,brk_rolldown_plugin_lazy_compilation,https://rolldown.rs/,https://github.com/rolldown/rolldown,3108137,rolldown,https://rolldown.rs/,git+https://github.com/rolldown/rolldown.git
11234,pconvert-rust,https://github.com/ripe-tech/pconvert-rust,https://github.com/ripe-tech/pconvert-rust,2823846,pconvert-rust,https://github.com/ripe-tech/pconvert-rust,git+https://github.com/ripe-tech/pconvert-rust.git
119574,miraplex-token-metadata-context-derive,,https://github.com/miraland-labs/miraplex-program-library,721380,@miraplex/miraplex-token-metadata,https://metaplex.com,git+https://github.com/miraland-labs/miraplex-program-library.git
11341,insign,,https://github.com/Schem-at/Insign,2228852,insign-wasm-web,https://github.com/Schem-at/Insign,git+https://github.com/Schem-at/Insign.git
11373,ipaddress,https://github.com/mabels/ipaddress,https://github.com/mabels/ipaddress.git,2241928,ipaddress,https://github.com/mabels/ipaddress#readme,git+https://github.com/mabels/ipaddress.git
11430,clickup-ical-sync,https://github.com/icdocsoc/docsoc-tools/tree/main/clickup/calendar-sync,https://github.com/icdocsoc/docsoc-tools/tree/main/clickup/calendar-sync,307573,@docsoc/util,https://github.com/icdocsoc/docsoc-tools/tree/main/common/util#readme,git+https://github.com/icdocsoc/docsoc-tools.git
164213,swiftness_stark,,https://github.com/iosis-tech/swiftness,3324728,swiftness-starknet-with-keccak-blake2s,https://github.com/iosis-tech/swiftness#readme,git+https://github.com/iosis-tech/swiftness.git
11684,a2-memory-map,https://github.com/dfgordon/a2-memory-map,https://github.com/dfgordon/a2-memory-map,1275619,a2-memory-map,https://github.com/dfgordon/a2-memory-map#readme,git+https://github.com/dfgordon/a2-memory-map.git
11752,tauri-plugin-medialibrary,,https://github.com/universalappfactory/tauri-plugin-medialibrary,1151066,@universalappfactory/tauri-plugin-medialibrary,,https://github.com/universalappfactory/tauri-plugin-medialibrary
79055,asol,https://asol.so,https://github.com/aSolHQ/asol,106686,@asolhq/sdk,https://asol.so,https://github.com/aSolHQ/asol
146605,express-relay-api-types,,https://github.com/pyth-network/per,888004,@pythnetwork/express-relay-js,https://github.com/pyth-network/per/tree/main/sdk/js,git+https://github.com/pyth-network/per.git
11893,hyperhasher,https://github.com/AtomicGamer9523/Hyperhasher,https://github.com/AtomicGamer9523/Hyperhasher,2189574,hyperhasher,https://github.com/AtomicGamer9523/Hyperhasher#readme,git+https://github.com/AtomicGamer9523/Hyperhasher.git
163264,autoschematic-core,https://autoschematic.sh,https://github.com/autoschematic-sh/autoschematic,1401670,autoschematic-sdk,https://github.com/autoschematic-sh/autoschematic#readme,git+https://github.com/autoschematic-sh/autoschematic.git
12029,yubikey-evm-signer-wasm,,https://github.com/storopoli/yubikey-evm-signer,3712538,yubikey-evm-signer,https://github.com/storopoli/yubikey-evm-signer#readme,git+https://github.com/storopoli/yubikey-evm-signer.git
12034,js_typify_gostruct,,https://github.com/Tevinthuku/js_typify_gostruct/,1088335,@tevinthuku/js_typify_gostruct,https://github.com/Tevinthuku/js_typify_gostruct#readme,git+https://github.com/Tevinthuku/js_typify_gostruct.git
