Go_ID,Go_Name,Go_Homepage,Go_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo
61994,github.com/harehare/textusm,https://github.com/harehare/textusm,https://github.com/harehare/textusm,3397395,textusm.cli,https://github.com/harehare/textusm,git+https://github.com/harehare/textusm.git
63665,github.com/lyft/flyteidl,https://github.com/lyft/flyteidl,https://github.com/lyft/flyteidl,670432,@lyft/flyteidl,https://github.com/lyft/flyteidl#readme,git+ssh://git@github.com/lyft/flyteidl.git
63682,github.com/node-opcua/node-opcua,https://github.com/node-opcua/node-opcua,https://github.com/node-opcua/node-opcua,3742790,zsbonc-node-opcua,http://node-opcua.github.io/,git://github.com/node-opcua/node-opcua.git
69209,github.com/hyperledger/fabric-sdk-node,https://github.com/hyperledger/fabric-sdk-node,https://github.com/hyperledger/fabric-sdk-node,3732085,zhigui-fabric-client,https://github.com/hyperledger/fabric-sdk-node#readme,git+https://github.com/hyperledger/fabric-sdk-node.git
829891,github.com/kyma-project/kyma/hack/table-gen,https://github.com/kyma-project/kyma,https://github.com/kyma-project/kyma,2373060,kyma-js,https://github.com/kyma-project/kyma#readme,git+https://github.com/kyma-project/kyma.git
76720,github.com/sohaha/zzz,https://github.com/sohaha/zzz,https://github.com/sohaha/zzz,1018887,@sohaha/zzz,https://github.com/sohaha/zzz#readme,git+https://github.com/sohaha/zzz.git
382715,github.com/hasura/graphql-engine/cli/v2,https://github.com/hasura/graphql-engine,https://github.com/hasura/graphql-engine,2308435,json2graphql,https://github.com/wawhal/graphql-engine/tree/master/community/tools/json2graphql,https://github.com/hasura/graphql-engine.git
80182,github.com/buildkite/agent/v3,https://github.com/buildkite/agent,https://github.com/buildkite/agent,1501456,buildkite-agent,https://github.com/buildkite/agent#readme,git+https://github.com/buildkite/agent.git
81036,github.com/sindresorhus/emoj,https://github.com/sindresorhus/emoj,https://github.com/sindresorhus/emoj,1848182,emoj,https://github.com/sindresorhus/emoj#readme,git+https://github.com/sindresorhus/emoj.git
83230,github.com/tekwizely/run,https://github.com/tekwizely/run,https://github.com/tekwizely/run,1082263,@tekwizely/run,https://github.com/TekWizely/run,git+https://github.com/TekWizely/run.git
84942,github.com/didi/mpx,https://github.com/didi/mpx,https://github.com/didi/mpx,737935,@mpxjs/webview-bridge,https://didi.github.io/mpx/,git@github.com:didi/mpx.git
85687,github.com/ory/kratos-selfservice-ui-node,https://github.com/ory/kratos-selfservice-ui-node,https://github.com/ory/kratos-selfservice-ui-node,2363126,kratos-selfservice-ui-node,https://github.com/ory/kratos-selfservice-ui-node#readme,git+https://github.com/ory/kratos-selfservice-ui-node.git
697460,github.com/pingcap-incubator/tidb-dashboard/etc,https://github.com/pingcap-incubator/tidb-dashboard,https://github.com/pingcap-incubator/tidb-dashboard,853349,@pingcap-incubator/statement,,git@github.com:pingcap-incubator/tidb-dashboard.git
87054,github.com/akveo/ngx-admin,https://github.com/akveo/ngx-admin,https://github.com/akveo/ngx-admin,2667114,ngx-backend-bundle-starter,https://github.com/akveo/ngx-admin#readme,git+https://github.com/akveo/ngx-admin.git
96757,github.com/celo-org/celo-blockchain,https://github.com/celo-org/celo-blockchain,https://github.com/celo-org/celo-blockchain,191291,@celo/client,https://celo.org,git+https://github.com/celo-org/celo-blockchain.git
97315,github.com/kava-labs/kava-tools,https://github.com/kava-labs/kava-tools,https://github.com/kava-labs/kava-tools,600747,@kava-labs/kava-tools,https://github.com/Kava-Labs/kava-tools#readme,git+https://github.com/Kava-Labs/kava-tools.git
97378,github.com/jonobr1/two.js,https://github.com/jonobr1/two.js,https://github.com/jonobr1/two.js,3466964,twojs-ts,https://github.com/jonobr1/two.js#readme,git+ssh://git@github.com/jonobr1/two.js.git
97381,github.com/williamngan/pts,https://github.com/williamngan/pts,https://github.com/williamngan/pts,2906751,pts,https://github.com/williamngan/pts,git+https://github.com/williamngan/pts.git
97920,github.com/dialogs/dialog-web-components,https://github.com/dialogs/dialog-web-components,https://github.com/dialogs/dialog-web-components,305578,@dlghq/dialog-components,https://dialogs.github.io/dialog-web-components,git+https://github.com/dialogs/dialog-web-components.git
100050,github.com/glynnbird/sqltomango,https://github.com/glynnbird/sqltomango,https://github.com/glynnbird/sqltomango,3264615,sqltomango,https://github.com/glynnbird/sqltomango#readme,git+https://github.com/glynnbird/sqltomango.git
105047,github.com/caffco/get-audio-duration,https://github.com/caffco/get-audio-duration,https://github.com/caffco/get-audio-duration,2038573,get-audio-duration,,https://github.com/caffco/get-audio-duration.git
107434,github.com/dicebear/avatars,https://github.com/dicebear/avatars,https://github.com/dicebear/avatars,296243,@dicebear/avatars-code-sprites,https://github.com/DiceBear/avatars/tree/v4/packages/avatars-code-sprites#readme,git+https://github.com/DiceBear/avatars.git
107470,github.com/altipla-consulting/langs,https://github.com/altipla-consulting/langs,https://github.com/altipla-consulting/langs,68140,@altipla/langs,https://github.com/altipla-consulting/langs#readme,git+https://github.com/altipla-consulting/langs.git
107682,github.com/awslabs/aws-sam-cli,https://github.com/awslabs/aws-sam-cli,https://github.com/awslabs/aws-sam-cli,1538372,ceeya-profiles-backend,https://github.com/awslabs/aws-sam-cli/tree/develop#readme,git+https://github.com/awslabs/aws-sam-cli.git#develop
108736,github.com/dcloudio/hello-uniapp,https://github.com/dcloudio/hello-uniapp,https://github.com/dcloudio/hello-uniapp,2136560,hello-uniapp,https://github.com/dcloudio/hello-uniapp#readme,git+https://github.com/dcloudio/hello-uniapp.git
113342,github.com/lukejpreston/xunit-viewer,https://github.com/lukejpreston/xunit-viewer,https://github.com/lukejpreston/xunit-viewer,3687591,xunit-viewer,http://./,git+https://github.com/lukejpreston/xunit-viewer.git
116426,github.com/epicmaxco/vuestic-admin,https://github.com/epicmaxco/vuestic-admin,https://github.com/epicmaxco/vuestic-admin,1739682,deviceon-overview-map-component,https://github.com/epicmaxco/vuestic-admin#readme,git+https://github.com/epicmaxco/vuestic-admin.git
116435,github.com/umputun/remark42,https://github.com/umputun/remark42,https://github.com/umputun/remark42,920854,@remark42/api,https://github.com/umputun/remark42/tree/master/frontend/packages/api#readme,git+https://github.com/umputun/remark42.git#master
116746,github.com/hyperledger/fabric-test/tools/operator,https://github.com/hyperledger/fabric-test,https://github.com/hyperledger/fabric-test,1919506,fabric-chaincode-integration,https://github.com/hyperledger/fabric-test/tree/master/tools/chaincode-integration,git+https://github.com/hyperledger/fabric-test/tree/master/tools/chaincode-integration
117052,github.com/vuejs/vetur,https://github.com/vuejs/vetur,https://github.com/vuejs/vetur,3576240,vue-language-server,https://github.com/vuejs/vetur/tree/master/server,git+https://github.com/vuejs/vetur.git
118138,github.com/percy/percy-storybook,https://github.com/percy/percy-storybook,https://github.com/percy/percy-storybook,845161,@percy/storybook,https://github.com/percy/percy-storybook#readme,git+https://github.com/percy/percy-storybook.git
118147,github.com/percy/percy-js,https://github.com/percy/percy-js,https://github.com/percy/percy-js,2829972,percy-client,https://github.com/percy/percy-js,https://github.com/percy/percy-js.git
120440,github.com/lensapp/lens,https://github.com/lensapp/lens,https://github.com/lensapp/lens,595308,@k8slens/webpack,https://github.com/lensapp/lens,git+https://github.com/lensapp/lens.git
122773,github.com/jerairrest/react-chartjs-2,https://github.com/jerairrest/react-chartjs-2,https://github.com/jerairrest/react-chartjs-2,558063,@itk/react-chartjs-2,https://github.com/jerairrest/react-chartjs-2,git+https://github.com/jerairrest/react-chartjs-2.git
124262,github.com/sindresorhus/pure,https://github.com/sindresorhus/pure,https://github.com/sindresorhus/pure,2912892,pure-prompt,https://github.com/sindresorhus/pure#readme,git+https://github.com/sindresorhus/pure.git
125325,github.com/spotify/backstage,https://github.com/spotify/backstage,https://github.com/spotify/backstage,1248031,@zalando-sunrise/backstage-core,https://backstage.io,git+https://github.com/spotify/backstage.git
127226,github.com/open-rpc/meta-schema,https://github.com/open-rpc/meta-schema,https://github.com/open-rpc/meta-schema,812804,@open-rpc/meta-schema,https://github.com/open-rpc/meta-schema#readme,git+https://github.com/open-rpc/meta-schema.git
129792,github.com/walletlink/walletlink,https://github.com/walletlink/walletlink,https://github.com/walletlink/walletlink,3601301,walletlink,https://github.com/walletlink/walletlink#readme,git+https://github.com/walletlink/walletlink.git
129879,github.com/eclipse-theia/theia,https://github.com/eclipse-theia/theia,https://github.com/eclipse-theia/theia,2856002,plugin-b,https://github.com/eclipse-theia/theia#readme,git+https://github.com/eclipse-theia/theia.git
140811,github.com/simpleiot/simpleiot,https://github.com/simpleiot/simpleiot,https://github.com/simpleiot/simpleiot,3211199,simpleiot-js,https://github.com/simpleiot/simpleiot/tree/master/frontend/lib#readme,git+https://github.com/simpleiot/simpleiot.git
2147980,github.com/onflow/cadence/tools/compatibility-check,https://github.com/onflow/cadence,https://github.com/onflow/cadence,1205265,@wfalcon/cadence-parser,https://github.com/onflow/cadence,git+https://github.com/onflow/cadence.git
148150,github.com/google/gts,https://github.com/google/gts,https://github.com/google/gts,2097057,gts,https://github.com/google/gts#readme,git+https://github.com/google/gts.git
151090,github.com/elasticsearch-dump/elasticsearch-dump,https://github.com/elasticsearch-dump/elasticsearch-dump,https://github.com/elasticsearch-dump/elasticsearch-dump,1829832,elasticdump,https://github.com/elasticsearch-dump/elasticsearch-dump#readme,git://github.com/elasticsearch-dump/elasticsearch-dump.git
153891,github.com/hyperledger/fabric/tools,https://github.com/hyperledger/fabric,https://github.com/hyperledger/fabric,2154326,hlc-experimental,https://github.com/hyperledger/fabric#readme,git+https://github.com/hyperledger/fabric.git
161559,github.com/nightwatchjs/nightwatch,https://github.com/nightwatchjs/nightwatch,https://github.com/nightwatchjs/nightwatch,2676848,nightwatchspexod9,https://nightwatchjs.org,git+https://github.com/nightwatchjs/nightwatch.git
169237,github.com/prebid/prebid-universal-creative,https://github.com/prebid/prebid-universal-creative,https://github.com/prebid/prebid-universal-creative,2880073,prebid-universal-creative,https://github.com/prebid/prebid-universal-creative#readme,git+https://github.com/prebid/prebid-universal-creative.git
170387,github.com/myorm/myorm,https://github.com/myorm/myorm,https://github.com/myorm/myorm,748382,@myorm/myorm,https://github.com/myorm/myorm,git+https://github.com/myorm/myorm.git
176805,github.com/matrix-org/matrix-js-sdk,https://github.com/matrix-org/matrix-js-sdk,https://github.com/matrix-org/matrix-js-sdk,3339872,talktsy-matrix-js-sdk,https://github.com/matrix-org/matrix-js-sdk#readme,git+https://github.com/matrix-org/matrix-js-sdk.git
184423,github.com/nickcarneiro/curlconverter,https://github.com/nickcarneiro/curlconverter,https://github.com/nickcarneiro/curlconverter,1684308,curlconverter-release,https://github.com/NickCarneiro/curlconverter,https://github.com/NickCarneiro/curlconverter.git
184671,github.com/sap/cloud-mta-build-tool,https://github.com/sap/cloud-mta-build-tool,https://github.com/sap/cloud-mta-build-tool,2500434,mbt,https://github.com/SAP/cloud-mta-build-tool#readme,git+https://github.com/SAP/cloud-mta-build-tool.git
185267,github.com/seleniumhq/selenium-ide,https://github.com/seleniumhq/selenium-ide,https://github.com/seleniumhq/selenium-ide,3557400,vmodal-browser-webdriver,https://github.com/SeleniumHQ/selenium-ide#readme,git+https://github.com/SeleniumHQ/selenium-ide.git
711133,github.com/googlecontainertools/kpt-functions-sdk/ts/typegen,https://github.com/googlecontainertools/kpt-functions-sdk,https://github.com/googlecontainertools/kpt-functions-sdk,2362633,kpt-functions,https://github.com/GoogleContainerTools/kpt-functions-sdk#readme,git+https://github.com/GoogleContainerTools/kpt-functions-sdk.git
187112,github.com/enigmampc/secretnetwork,https://github.com/enigmampc/secretnetwork,https://github.com/enigmampc/secretnetwork,3164059,secretsotatek,,https://github.com/enigmampc/SecretNetwork/blob/master/cosmwasm-js/packages/sdk
188770,github.com/jsmonk/hegel,https://github.com/jsmonk/hegel,https://github.com/jsmonk/hegel,467306,@hegel/cli,https://github.com/JSMonk/hegel,git+https://github.com/JSMonk/hegel.git
188929,github.com/prebid/prebid.js,https://github.com/prebid/prebid.js,https://github.com/prebid/prebid.js,2880074,prebid.js,https://github.com/prebid/Prebid.js#readme,git+https://github.com/prebid/Prebid.js.git
1662896,github.com/objectbox/objectbox-generator/v4,https://github.com/objectbox/objectbox-generator,https://github.com/objectbox/objectbox-generator,800646,@objectbox/generator-win32-x64,https://objectbox.io,git+https://github.com/objectbox/objectbox-generator.git
189970,github.com/shiguredo/sora-e2ee,https://github.com/shiguredo/sora-e2ee,https://github.com/shiguredo/sora-e2ee,3249456,sora-e2ee,https://github.com/shiguredo/sora-e2ee#readme,git+https://github.com/shiguredo/sora-e2ee.git
193450,github.com/go-semantic-release/semantic-release/v2,https://github.com/go-semantic-release/semantic-release,https://github.com/go-semantic-release/semantic-release,2067615,go-semantic-release,https://github.com/go-semantic-release/semantic-release,git+https://github.com/go-semantic-release/semantic-release.git
193768,github.com/fonoster/routr,https://github.com/fonoster/routr,https://github.com/fonoster/routr,940803,@routr/simpledata,https://github.com/fonoster/routr#readme,git+https://github.com/fonoster/routr.git
195298,github.com/grafana/plugin-validator,https://github.com/grafana/plugin-validator,https://github.com/grafana/plugin-validator,442338,@grafana/plugin-validator,https://github.com/grafana/plugin-validator#readme,git+https://github.com/grafana/plugin-validator.git
195538,github.com/go-task/task/v3,https://github.com/go-task/task,https://github.com/go-task/task,436521,@go-task/cli,https://taskfile.dev,git+https://github.com/go-task/task.git
197656,github.com/i-love-flamingo/flamingo-carotene,https://github.com/i-love-flamingo/flamingo-carotene,https://github.com/i-love-flamingo/flamingo-carotene,1964193,flamingo-carotene-webpack-svg-sprite,https://github.com/i-love-flamingo/flamingo-carotene/tree/master#readme,git+https://github.com/i-love-flamingo/flamingo-carotene.git#master
198280,github.com/serverless/serverless,https://github.com/serverless/serverless,https://github.com/serverless/serverless,3406109,thomaschaaf-serverless,https://serverless.com/framework/docs/,git+https://github.com/serverless/serverless.git
201537,github.com/12storeez/esb-protobufs,https://github.com/12storeez/esb-protobufs,https://github.com/12storeez/esb-protobufs,1867713,esb-protobufs,https://github.com/12storeez/esb-protobufs/issues#readme,git+https://github.com/12storeez/esb-protobufs.git
201622,github.com/telegraf/telegraf,https://github.com/telegraf/telegraf,https://github.com/telegraf/telegraf,3639539,why-telegraf,https://telegraf.js.org,git+ssh://git@github.com/telegraf/telegraf.git
1048353,github.com/certusone/wormhole/third_party/abigen-celo,https://github.com/certusone/wormhole,https://github.com/certusone/wormhole,1324401,alph-wormhole-sdk,https://wormholenetwork.com,git+https://github.com/certusone/wormhole.git#dev.v2
207148,github.com/wearedevx/keystone,https://github.com/wearedevx/keystone,https://github.com/wearedevx/keystone,606152,@keystone.sh/core,https://github.com/wearedevx/keystone#readme,
208020,github.com/yandex-cloud/terraform-provider-yandex,https://github.com/yandex-cloud/terraform-provider-yandex,https://github.com/yandex-cloud/terraform-provider-yandex,44353,@airoh-io/pulumi-yandex,https://github.com/yandex-cloud/terraform-provider-yandex#readme,git+https://github.com/yandex-cloud/terraform-provider-yandex.git
208922,github.com/forcedotcom/lwc-dev-server-feedback,https://github.com/forcedotcom/lwc-dev-server-feedback,https://github.com/forcedotcom/lwc-dev-server-feedback,959914,@salesforce/lwc-dev-server,https://github.com/forcedotcom/lwc-dev-server-feedback#readme,git+https://github.com/forcedotcom/lwc-dev-server-feedback.git
209553,github.com/hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,2165522,hoppsscotch,https://github.com/hoppscotch/hoppscotch#readme,git+https://github.com/hoppscotch/hoppscotch.git
210484,github.com/jiahaog/nativefier,https://github.com/jiahaog/nativefier,https://github.com/jiahaog/nativefier,2629050,nativefier-fork-davej,https://github.com/jiahaog/nativefier#readme,git+https://github.com/jiahaog/nativefier.git
215307,github.com/looker-open-source/sdk-codegen/go,https://github.com/looker-open-source/sdk-codegen,https://github.com/looker-open-source/sdk-codegen,2443941,looker-extension-sdk-react,https://github.com/looker-open-source/sdk-codegen/tree/master/packages/extension-sdk,git+https://github.com/looker-open-source/sdk-codegen.git
218378,github.com/berty/berty/v2,https://github.com/berty/berty,https://github.com/berty/berty,1449195,berty-api,,https://github.com/berty/berty
217813,github.com/upfluence/ember-upf-utils,https://github.com/upfluence/ember-upf-utils,https://github.com/upfluence/ember-upf-utils,1153168,@upfluence/ember-upf-utils,https://github.com/upfluence/ember-upf-utils#readme,git+https://github.com/upfluence/ember-upf-utils.git
1897614,github.com/1backend/1backend/examples/go/services/basic/client/go,https://github.com/1backend/1backend,https://github.com/1backend/1backend,17291,@1backend/node,https://github.com/1backend/1backend#readme,git+https://github.com/1backend/1backend.git
223366,github.com/nmccready/aws-play,https://github.com/nmccready/aws-play,https://github.com/nmccready/aws-play,1267263,@znemz/aws-play,https://github.com/nmccready/aws-play#readme,git+https://github.com/nmccready/aws-play.git
226204,github.com/theplant/assettube,https://github.com/theplant/assettube,https://github.com/theplant/assettube,1383292,assettube,https://github.com/theplant/assettube#readme,git+ssh://git@github.com/theplant/assettube.git
235153,github.com/sanity-io/sanity,https://github.com/sanity-io/sanity,https://github.com/sanity-io/sanity,3142108,sanity-plugin-vision,https://github.com/sanity-io/sanity#readme,git+ssh://git@github.com/sanity-io/sanity.git
235393,github.com/dashpay/bls-signatures,https://github.com/dashpay/bls-signatures,https://github.com/dashpay/bls-signatures,269624,@dashevo/bls,https://github.com/dashpay/bls-signatures/tree/main/js-bindings,git+ssh://git@github.com/dashpay/bls-signatures.git
236640,github.com/stormkit-io/stormkit-cli,https://github.com/stormkit-io/stormkit-cli,https://github.com/stormkit-io/stormkit-cli,1046896,@stormkit/cli,https://github.com/stormkit-io/stormkit-cli#readme,git+https://github.com/stormkit-io/stormkit-cli.git
238390,github.com/grafana/grafana-aws-sdk,https://github.com/grafana/grafana-aws-sdk,https://github.com/grafana/grafana-aws-sdk,442318,@grafana/grafana-aws-sdk,https://github.com/grafana/grafana-aws-sdk#readme,git+https://github.com/grafana/grafana-aws-sdk.git
338083,github.com/onflow/flow-nft/lib/go/contracts,https://github.com/onflow/flow-nft,https://github.com/onflow/flow-nft,810219,@onflow/flow-nft,https://github.com/onflow/flow-nft#readme,git+https://github.com/onflow/flow-nft.git
244307,github.com/matchlighter/pulumi-proxmoxve/sdk,https://github.com/matchlighter/pulumi-proxmoxve,https://github.com/matchlighter/pulumi-proxmoxve,688569,@matchlighter/pulumi-proxmoxve,https://pulumi.io,git+https://github.com/matchlighter/pulumi-proxmoxve.git
1357411,github.com/googlecloudplatform/berglas/v2,https://github.com/googlecloudplatform/berglas,https://github.com/googlecloudplatform/berglas,547184,@install-binary/berglas-linux-x64,https://github.com/GoogleCloudPlatform/berglas,git+https://github.com/GoogleCloudPlatform/berglas.git
246152,github.com/arkweid/hookah,https://github.com/arkweid/hookah,https://github.com/arkweid/hookah,100401,@arkweid/hookah-js,https://github.com/Arkweid/hookah-js#readme,git+https://github.com/Arkweid/hookah.git
249984,github.com/unleash/unleash,https://github.com/unleash/unleash,https://github.com/unleash/unleash,3496807,unleash-server-openapi,https://github.com/unleash/unleash#readme,git+ssh://git@github.com/unleash/unleash.git
